,Network,State,Facility Name,Star Rating,Profit Or Non-Profit,Chain Owned,Chain Organization,Late Shift,Number Of Dialysis Stations,Offers In-Center Hemodialysis,Offers Peritoneal Dialysis,Offers Home Hemodialysis Training,Percentage Of Medicare Patients With Hgb < 10 g/dL,Percentage Of Medicare Patients With Hgb > 12 g/dL,Percent Of Adult HD Patients With Kt/V >= 1.2,Percentage Of Adult Patients With Hypercalcemia (Serum Calcium Greater Than 10.2 mg/dL),Percentage Of Adult Patients With Serum Phosphorus Less Than 3.5 mg/dL,Percentage Of Adult Patients With Serum Phosphorus Between 3.5 - 4.5 mg/dL,Percentage Of Adult Patients With Serum Phosphorus Between 4.6 - 5.5 mg/dL,Percentage Of Adult Patients With Serum Phosphorus Between 5.6 - 7.0 mg/dL,Percentage Of Adult Patients With Serum Phosphorus Greater Than 7.0 mg/dL,Mortality Rate (Facility),Readmission Rate (Facility),Hospitalization Rate (Facility),Standard Infection Ratio,Transfusion Rate (Facility),Fistula Rate (Facility),Percentage Of Adult Patients With Long Term Catheter In Use,Standardized First Kidney Transplant Waitlist Ratio,Percentage Of Prevalent Patients Waitlisted
98,11,MI,DAVITA ORCHARD SQUARE DIALYSIS,5,1.0,1,DAVITA,0,20,1,0,0,11.0,0.0,100.0,0.0,8.0,24.0,30.0,17.0,21.0,18.3,29.1,158.4,0.8,25.8,67.7,8.0,0.82,8.1
99,9,IN,DIALYSIS CENTER OF PORTAGE LLC,3,1.0,1,AMERICAN RENAL ASSOCIATES,0,17,1,1,1,37.0,0.0,99.0,2.0,5.0,22.0,40.0,22.0,12.0,22.9,23.1,172.0,0.96,16.1,66.5,21.0,1.1,19.4
100,13,OK,DAVITA CENTRAL TULSA DIALYSIS CENTER,3,1.0,1,DAVITA,0,24,1,1,0,24.0,0.0,98.0,1.0,7.0,18.0,30.0,25.0,20.0,22.6,33.5,201.2,1.02,15.5,65.7,16.0,0.58,7.3
101,6,GA,DAVITA TIFTON DIALYSIS,3,1.0,1,DAVITA,0,14,1,1,1,25.0,0.0,96.0,2.0,4.0,16.0,33.0,25.0,23.0,35.9,26.9,177.1,1.11,7.4,59.9,13.0,0.39,7.5
102,16,OR,FMC CORVALLIS OREGON,5,1.0,1,FRESENIUS MEDICAL CARE,0,12,1,1,0,5.0,0.0,97.0,2.0,5.0,27.0,31.0,24.0,12.0,26.0,10.5,121.2,0.0,0.0,69.5,14.0,0.42,4.9
103,9,IN,DAVITA VINCENNES DIALYSIS,5,1.0,1,DAVITA,0,19,1,1,1,14.0,0.0,99.0,0.0,6.0,21.0,38.0,19.0,17.0,25.0,26.0,187.9,1.32,9.1,65.3,12.0,0.37,7.6
104,4,PA,DAVITA SCRANTON DIALYSIS,5,1.0,1,DAVITA,0,14,1,0,0,8.0,0.0,100.0,0.0,8.0,29.0,40.0,13.0,10.0,25.9,18.7,127.0,0.19,4.4,72.2,22.0,0.82,5.7
105,10,IL,FMC - SOUTH SUBURBAN,4,1.0,1,FRESENIUS MEDICAL CARE,1,27,1,1,0,20.0,0.0,99.0,1.0,6.0,23.0,30.0,27.0,13.0,21.1,26.3,198.2,0.14,8.9,60.3,10.0,0.86,25.6
106,5,MD,DAVITA SEVERN RIVER DIALYSIS,4,1.0,1,DAVITA,0,15,1,0,0,18.0,0.0,98.0,1.0,7.0,24.0,31.0,22.0,14.0,21.75,27.0,185.0,0.51,16.7,63.3,12.0,0.82,16.1
107,9,IN,DAVITA NORTH VERNON DIALYSIS,4,1.0,1,DAVITA,0,10,1,0,0,17.0,0.0,99.0,4.0,5.0,18.0,34.0,24.0,18.0,19.6,31.0,175.3,0.52,33.9,71.3,13.0,0.82,19.2
108,4,PA,DAVITA NORTH WALES DIALYSIS,3,1.0,1,DAVITA,0,13,1,0,0,33.0,0.0,99.0,1.0,10.0,25.0,22.0,24.0,18.0,21.75,39.2,386.7,0.0,16.7,65.7,11.0,0.82,14.5
109,6,NC,DAVITA SEDC ELIZABETHTOWN DIALYSIS CENTER,3,1.0,1,DAVITA,0,26,1,1,0,37.0,0.0,98.0,1.0,8.0,23.0,32.0,21.0,15.0,26.0,32.5,237.9,0.77,35.9,65.6,13.0,0.53,17.6
110,3,PR,FMC VEGA ALTA,3,1.0,1,FRESENIUS MEDICAL CARE,0,27,1,1,0,5.0,0.0,99.0,1.0,9.0,30.0,29.0,24.0,8.0,29.9,35.2,263.2,0.12,41.4,64.2,14.0,0.57,10.4
111,3,NJ,DAVITA RENAL CENTER OF NEWARK,3,1.0,0,INDEPENDENT,0,18,1,1,0,19.0,0.0,97.0,3.0,9.0,22.0,32.0,23.0,15.0,22.2,21.3,211.5,0.18,23.7,53.3,11.0,1.54,24.3
112,2,NY,PROSPECT PARK DIALYSIS,2,1.0,0,INDEPENDENT,0,32,1,0,0,7.0,9.0,87.0,4.0,6.0,29.0,34.0,21.0,10.0,24.1,25.1,174.8,0.0,25.7,63.3,24.0,1.41,33.1
113,10,IL,DAVITA ROXBURY DIALYSIS CENTER,5,1.0,1,DAVITA,1,16,1,1,1,19.0,0.0,100.0,0.0,4.0,25.0,32.0,24.0,14.0,23.4,30.5,150.7,0.5,12.6,72.8,5.0,1.41,23.5
114,12,MO,DAVITA EASTLAND DIALYSIS,5,1.0,1,DAVITA,0,20,1,1,1,25.0,0.0,100.0,0.0,8.0,19.0,31.0,22.0,21.0,26.8,26.1,236.7,1.16,7.4,73.0,4.0,0.82,15.9
115,9,IN,DAVITA BLUE RIVER VALLEY RENAL CENTER,5,1.0,1,DAVITA,0,11,1,0,0,18.0,0.0,95.0,0.0,12.0,24.0,23.0,21.0,20.0,24.5,38.7,161.3,0.0,16.7,83.2,3.0,0.82,2.5
116,12,KS,DAVITA NOTTINGHAM DIALYSIS,5,1.0,1,DAVITA,0,12,1,0,0,27.0,0.0,100.0,0.0,7.0,24.0,42.0,16.0,11.0,0.0,16.5,152.1,2.1,16.7,56.3,0.0,0.82,12.3
117,2,NY,ROGOSIN KIDNEY CENTER - BKLYN,3,0.0,0,INDEPENDENT,1,22,1,0,0,2.0,5.0,98.0,3.0,8.0,20.0,25.0,28.0,19.0,16.8,28.2,229.4,0.84,43.7,61.2,13.0,1.3,27.7
118,2,NY,TRUDE WEISHAUPT MEMORIAL DIALYSIS CENTER,5,0.0,0,INDEPENDENT,1,29,1,1,1,6.0,1.0,99.0,2.0,7.0,31.0,41.0,15.0,6.0,14.2,30.3,156.2,0.73,16.1,76.6,6.0,2.27,40.7
119,18,CA,DAVITA BEVERLY HILLS DIALYSIS CENTER,4,1.0,1,DAVITA,0,30,1,0,0,25.0,0.0,98.0,1.0,7.0,24.0,32.0,19.0,18.0,22.0,25.3,185.1,0.0,2.5,57.2,13.0,1.01,29.3
120,16,OR,DAVITA WOODBURN DIALYSIS,5,1.0,1,DAVITA,0,12,1,0,0,13.0,0.0,99.0,2.0,5.0,28.0,39.0,19.0,10.0,20.4,19.5,133.8,0.36,9.1,74.9,9.0,0.82,12.7
121,15,NM,NEW MEXICO ARTIFICIAL KIDNEY CENTER (FMC),3,1.0,1,FRESENIUS MEDICAL CARE,0,21,1,1,1,18.0,0.0,95.0,1.0,11.0,28.0,33.0,15.0,14.0,28.8,33.5,165.8,0.24,40.1,72.5,14.0,0.28,18.0
122,17,HI,HILO DIALYSIS,5,1.0,1,LIBERTY DIALYSIS HAWAII,1,48,1,1,1,12.0,0.0,98.0,1.0,7.0,30.0,29.0,22.0,12.0,20.8,20.1,152.9,0.41,7.0,67.3,5.0,0.28,10.9
123,7,FL,DAVITA FORT MYERS SOUTH DIALYSIS,4,1.0,1,DAVITA,0,22,1,1,0,19.0,0.0,100.0,1.0,7.0,24.0,41.0,17.0,11.0,16.7,33.3,210.1,0.0,5.0,52.5,7.0,2.31,25.3
124,13,AR,DAVITA PULASKI COUNTY DIALYSIS,3,1.0,1,DAVITA,0,9,1,0,0,32.0,0.0,99.0,0.0,5.0,21.0,26.0,25.0,23.0,25.7,25.4,274.4,0.0,32.3,55.8,13.0,0.82,9.1
125,3,NJ,FKC LIBERTY BERLIN DC,5,1.0,1,FRESENIUS MEDICAL CARE,1,15,1,0,0,21.0,0.0,99.0,0.0,10.0,35.0,35.0,12.0,7.0,14.4,35.6,180.2,0.73,18.5,71.2,7.0,0.82,18.5
126,9,OH,"INFINITI DIALYSIS CENTER OF CINCINNATI, LLC",4,1.0,1,NRAA,0,3,1,1,1,33.0,0.0,98.0,5.0,2.0,14.0,24.0,34.0,26.0,30.6,40.2,379.9,0.51,17.7,63.3,12.0,0.44,5.4
127,2,NY,UHS DIALYSIS - PARK AVENUE,5,1.0,0,INDEPENDENT,0,24,1,0,0,14.0,0.0,100.0,0.0,9.0,29.0,28.0,20.0,13.0,16.2,22.2,207.9,0.9,8.1,64.5,3.0,0.82,9.9
128,10,IL,FMC - MIDAMERICA EVANSTON,3,1.0,1,FRESENIUS MEDICAL CARE,0,14,1,0,0,12.0,0.0,97.0,1.0,7.0,31.0,34.0,17.0,12.0,19.0,35.9,234.9,0.73,5.0,60.9,20.0,1.33,29.8
129,12,MO,DAVITA WASHINGTON HOME TRAINING,4,1.0,1,DAVITA,0,0,0,1,1,18.0,0.0,98.0,1.0,5.0,25.0,32.0,28.0,9.0,34.7,30.7,237.0,0.51,21.6,63.3,12.0,0.82,32.5
130,11,MN,DAVITA EAST VALLEY DIALYSIS,4,1.0,1,DAVITA,0,16,1,1,1,31.0,0.0,98.0,2.0,5.0,16.0,27.0,24.0,28.0,21.6,24.5,175.4,0.7,7.8,67.6,13.0,2.27,38.0
131,13,LA,FMCNA - MARRERO,5,1.0,1,FRESENIUS MEDICAL CARE,1,23,1,1,1,14.0,0.0,99.0,2.0,7.0,26.0,27.0,26.0,15.0,26.7,22.7,115.5,0.0,10.8,62.4,8.0,0.92,11.6
132,11,MI,FMC DIALYSIS - LIVONIA,3,1.0,1,FRESENIUS MEDICAL CARE,1,20,1,1,1,27.0,0.0,95.0,3.0,8.0,26.0,33.0,18.0,14.0,21.8,28.6,252.8,0.8,35.2,63.9,16.0,0.37,8.9
133,7,FL,FLORIDA DIALYSIS CENTER OF ORLANDO LLC,3,1.0,1,AMERICAN RENAL ASSOCIATES,1,21,1,1,1,32.0,0.0,96.0,0.0,4.0,22.0,35.0,27.0,13.0,23.7,34.6,212.4,0.17,28.2,61.5,13.0,0.24,9.5
134,1,CT,NORTH HAVEN DIALYSIS CENTER,4,1.0,1,FRESENIUS MEDICAL CARE,1,15,1,1,1,11.0,0.0,98.0,0.0,13.0,26.0,27.0,25.0,9.0,14.5,21.5,190.7,0.53,10.1,65.0,25.0,0.82,25.0
135,3,PR,ATLANTIS RENAL CENTRE OF TOA BAJA,2,1.0,1,ATLANTIS HEALTHCARE GROUP,1,31,1,1,0,3.0,0.0,97.0,2.0,7.0,24.0,33.0,26.0,11.0,36.5,21.7,299.8,0.05,66.2,43.9,46.0,1.22,13.2
136,2,NY,UNITY DIALYSIS AT CHILI,3,0.0,0,INDEPENDENT,0,16,1,0,0,0.0,0.0,98.0,0.0,6.0,24.0,28.0,23.0,19.0,28.8,36.0,188.5,0.51,0.0,42.4,33.0,0.82,16.6
137,5,DC,DAVITA GEORGETOWN HOME TRAINING,3,1.0,1,DAVITA,0,12,1,1,1,64.0,0.0,98.0,4.0,4.0,23.0,25.0,32.0,16.0,16.8,20.5,240.1,0.51,42.9,65.7,10.0,0.82,38.2
138,11,MI,FMC DIALYSIS - ROMULUS,3,1.0,1,FRESENIUS MEDICAL CARE,0,14,1,0,0,33.0,0.0,99.0,3.0,8.0,29.0,34.0,20.0,8.0,17.9,30.1,192.6,1.43,19.2,59.4,12.0,0.82,18.5
139,6,NC,RED SPRINGS DIALYSIS CENTER,3,1.0,1,FRESENIUS MEDICAL CARE,0,19,1,1,1,17.0,0.0,95.0,6.0,10.0,21.0,26.0,31.0,13.0,17.5,26.6,176.6,0.9,21.0,42.7,9.0,0.82,2.8
140,16,MT,DAVITA GREAT FALLS DIALYSIS,3,1.0,1,DAVITA,0,17,1,1,1,15.0,0.0,99.0,1.0,5.0,16.0,35.0,20.0,23.0,23.0,11.2,105.1,1.28,16.6,47.6,20.0,0.26,15.4
141,3,NJ,DAVITA PRINCETON JUNCTION DIALYSIS,4,1.0,1,DAVITA,0,13,1,1,0,6.0,0.0,97.0,2.0,12.0,29.0,33.0,19.0,8.0,13.4,28.5,179.9,0.76,3.2,68.1,20.0,3.61,46.4
142,13,AR,DAVITA DEGRAY DIALYSIS,5,1.0,1,DAVITA,0,17,1,1,0,11.0,0.0,97.0,2.0,9.0,21.0,38.0,13.0,19.0,24.0,20.9,122.0,0.0,8.2,69.4,6.0,0.28,8.0
143,18,CA,FMC-RAI-NEWHOPE-FOUNTAIN VALLEY,3,1.0,1,FRESENIUS MEDICAL CARE,1,24,1,1,1,8.0,2.0,99.0,5.0,11.0,26.0,28.0,24.0,11.0,21.1,26.0,199.3,0.89,19.5,69.5,14.0,1.11,32.6
144,2,NY,STRONG HEALTH DIALYSIS-CLINTON CROSSINGS,3,1.0,1,FRESENIUS MEDICAL CARE,1,30,1,0,0,25.0,0.0,95.0,2.0,9.0,27.0,30.0,25.0,9.0,23.8,26.0,186.4,0.26,18.4,58.3,22.0,0.66,22.5
145,7,FL,DAVITA SUN CITY CENTER DIALYSIS,4,1.0,1,DAVITA,0,16,1,1,1,15.0,0.0,99.0,1.0,6.0,22.0,37.0,19.0,16.0,18.9,32.1,247.0,1.11,24.8,64.1,9.0,1.95,10.1
146,15,AZ,DAVITA PASCUA YAQUI TRIBE DIALYSIS,5,1.0,1,DAVITA,0,13,1,0,0,11.0,0.0,99.0,1.0,7.0,18.0,38.0,20.0,17.0,24.7,18.0,125.0,0.82,8.2,64.9,14.0,0.84,4.9
147,6,SC,FMC MARION,3,1.0,1,FRESENIUS MEDICAL CARE,0,24,1,0,0,26.0,0.0,97.0,2.0,17.0,26.0,25.0,22.0,10.0,24.8,27.7,191.4,0.11,28.2,47.0,13.0,0.25,7.4
148,13,LA,FMCNA - NEW ROADS,5,1.0,1,FRESENIUS MEDICAL CARE,0,17,1,0,0,19.0,0.0,100.0,0.0,7.0,29.0,42.0,13.0,9.0,18.7,26.5,94.7,0.0,3.5,59.9,3.0,0.82,8.7
149,12,MO,"DIALYSIS CLINICS, INC - WARRENSBURG",5,0.0,1,"DIALYSIS CLINIC, INC.",0,12,1,0,0,9.0,0.0,98.0,5.0,10.0,27.0,28.0,20.0,14.0,14.6,41.6,156.5,0.0,0.0,83.8,13.0,0.82,17.7
150,10,IL,FMC - ABERDEEN,4,1.0,1,FRESENIUS MEDICAL CARE,0,0,0,1,1,7.0,0.0,98.0,4.0,7.0,21.0,24.0,26.0,22.0,25.8,30.7,193.9,0.51,11.4,63.3,12.0,1.3,27.9
151,4,DE,"FRESENIUS MEDICAL CARE SOUTHERN DELAWARE, LLC",3,1.0,1,FRESENIUS MEDICAL CARE,0,4,0,1,1,36.0,0.0,98.0,0.0,6.0,21.0,25.0,28.0,20.0,46.1,31.4,214.5,0.51,0.0,65.9,9.0,0.82,43.2
152,10,IL,FMC - CHATHAM,3,1.0,1,FRESENIUS MEDICAL CARE,0,16,1,0,0,18.0,0.0,95.0,0.0,15.0,24.0,24.0,25.0,12.0,16.7,28.1,241.9,0.39,19.6,51.3,18.0,0.24,19.5
153,1,NH,MONADNOCK DIALYSIS CENTER,5,1.0,1,FRESENIUS MEDICAL CARE,0,13,1,1,0,11.0,0.0,99.0,1.0,4.0,23.0,27.0,28.0,18.0,21.2,21.5,134.2,1.3,7.1,69.7,9.0,3.4,26.3
154,13,OK,DAVITA MCINTOSH COUNTY DIALYSIS,3,1.0,1,DAVITA,0,11,1,0,0,19.0,0.0,94.0,2.0,8.0,20.0,34.0,23.0,16.0,18.0,22.9,179.2,0.0,52.4,67.6,21.0,0.82,0.0
155,6,GA,DCI LAFAYETTE,4,0.0,1,"DIALYSIS CLINIC, INC.",0,16,1,0,0,8.0,0.0,96.0,0.0,4.0,19.0,29.0,31.0,17.0,24.7,20.9,215.7,0.0,30.1,73.0,9.0,0.82,20.8
156,2,NY,MARY IMOGENE BASSETT HOSPITAL,2,0.0,0,INDEPENDENT,0,12,1,1,0,27.0,0.0,94.0,3.0,4.0,17.0,25.0,32.0,22.0,22.5,10.9,155.8,0.51,26.8,67.7,25.0,1.5,7.0
157,15,NM,RED ROCKS DIALYSIS - CROWNPOINT,5,0.0,1,"RED ROCKS DIALYSIS, LLC",0,10,1,0,0,25.0,0.0,99.0,0.0,19.0,32.0,31.0,8.0,9.0,12.8,8.6,116.5,0.58,7.2,66.5,11.0,0.31,8.0
158,1,MA,NANTUCKET COTTAGE HOSPITAL,4,0.0,0,INDEPENDENT,0,2,1,0,0,18.0,0.0,98.0,1.0,7.0,24.0,31.0,22.0,14.0,21.75,27.0,185.0,0.51,16.7,63.3,12.0,0.82,16.1
159,1,ME,UMBAGOG KIDNEY CENTER,5,1.0,1,FRESENIUS MEDICAL CARE,0,12,1,1,1,17.0,0.0,99.0,1.0,7.0,27.0,36.0,18.0,13.0,22.4,9.8,135.8,0.54,17.1,79.4,5.0,0.82,7.9
160,18,CA,FMC-GAREY DIALYSIS CENTER PARTNERSHIP,3,1.0,1,FRESENIUS MEDICAL CARE,0,29,1,1,0,6.0,0.0,99.0,2.0,8.0,18.0,23.0,28.0,23.0,21.6,26.5,168.0,0.1,20.0,64.0,22.0,0.7,26.5
161,13,LA,DCI - CROWLEY,3,0.0,1,"DIALYSIS CLINIC, INC.",0,16,1,1,0,17.0,0.0,93.0,8.0,7.0,29.0,23.0,20.0,20.0,19.9,26.7,158.2,0.74,45.7,64.4,10.0,0.34,3.7
162,13,LA,FMCNA - PONTCHARTRAIN KIDNEY CTR,4,1.0,1,FRESENIUS MEDICAL CARE,0,16,1,0,0,13.0,0.0,98.0,0.0,7.0,24.0,27.0,24.0,17.0,19.6,31.1,221.4,1.12,76.7,81.1,12.0,0.82,22.3
163,13,LA,FMCNA - NORTH MONROE,4,1.0,1,FRESENIUS MEDICAL CARE,1,16,1,0,0,11.0,0.0,92.0,1.0,9.0,26.0,29.0,25.0,11.0,26.2,23.2,158.5,2.12,4.5,60.5,9.0,0.39,8.4
164,2,NY,FMS-EASTCHESTER,4,1.0,1,FRESENIUS MEDICAL CARE,1,27,1,1,0,15.0,0.0,98.0,1.0,8.0,22.0,31.0,24.0,15.0,15.0,34.6,239.3,0.45,17.8,72.3,10.0,1.8,41.8
165,12,KS,DAVITA RENAL TREATMENT CENTER-DERBY,5,1.0,1,DAVITA,1,18,1,0,0,9.0,0.0,99.0,2.0,5.0,23.0,37.0,17.0,17.0,24.7,14.9,137.0,0.85,11.9,75.0,7.0,0.39,11.0
166,7,FL,FMC - PLANTATION,3,1.0,1,FRESENIUS MEDICAL CARE,0,19,1,1,0,21.0,0.0,95.0,2.0,9.0,27.0,28.0,22.0,15.0,16.3,33.3,217.4,0.25,4.3,69.0,14.0,0.28,25.5
167,7,FL,DAVITA KEY WEST DIALYSIS,4,1.0,1,DAVITA,0,16,1,1,0,20.0,0.0,100.0,2.0,7.0,23.0,33.0,22.0,16.0,24.5,40.2,209.5,2.19,21.7,78.7,6.0,0.81,13.9
168,9,IN,DAVITA COMPREHENSIVE RENAL CARE - VALPARAISO,4,1.0,1,DAVITA,0,22,1,1,0,20.0,0.0,100.0,0.0,3.0,14.0,41.0,28.0,15.0,25.5,20.3,195.9,0.0,16.7,61.4,16.0,0.82,20.4
169,18,CA,DAVITA COVINA DIALYSIS CENTER,3,1.0,1,DAVITA,0,17,1,0,0,10.0,0.0,98.0,4.0,7.0,25.0,32.0,23.0,13.0,22.0,31.6,214.2,0.45,28.1,65.4,9.0,0.54,26.4
170,13,LA,"KENTWOOD HOME DIALYSIS, LLC",1,1.0,0,INDEPENDENT,0,0,0,1,0,18.0,0.0,98.0,9.0,2.0,27.0,32.0,30.0,10.0,21.75,38.6,189.7,0.51,56.6,63.3,12.0,0.82,7.8
171,4,PA,DAVITA PROVIDENCE SQUARE HOME TRAINING,3,1.0,1,DAVITA,0,1,0,1,1,59.0,0.0,98.0,2.0,3.0,17.0,21.0,28.0,32.0,40.1,27.3,271.0,0.51,24.7,79.7,6.0,1.54,34.4
172,12,MO,DAVITA NATURAL BRIDGE DIALYSIS,3,1.0,1,DAVITA,0,20,1,0,0,17.0,6.0,99.0,0.0,8.0,25.0,33.0,18.0,15.0,20.1,41.9,202.7,0.0,22.3,56.7,19.0,0.0,5.2
173,2,NY,ST. JOSEPH'S - CORTLAND,4,1.0,0,INDEPENDENT,0,10,1,0,0,16.0,0.0,99.0,2.0,12.0,34.0,29.0,17.0,9.0,19.7,26.6,143.1,1.5,27.2,58.5,16.0,0.82,30.5
174,15,AZ,MESA DIALYSIS (DSI),3,1.0,0,INDEPENDENT,0,16,1,0,0,18.0,0.0,96.0,1.0,9.0,26.0,35.0,19.0,11.0,14.2,40.6,319.0,0.79,16.9,62.5,25.0,0.82,6.4
175,13,LA,DAVITA WESTWEGO DIALYSIS,4,1.0,1,DAVITA,0,13,1,1,0,21.0,0.0,100.0,0.0,8.0,26.0,34.0,19.0,13.0,28.4,33.9,215.1,0.65,63.3,71.3,1.0,0.98,18.9
176,7,FL,BMA - GAINESVILLE,4,1.0,1,FRESENIUS MEDICAL CARE,1,21,1,1,1,19.0,0.0,99.0,0.0,9.0,25.0,31.0,23.0,12.0,22.9,36.9,238.1,0.57,0.0,66.6,13.0,1.2,9.3
177,8,AL,CHILDRENS HOSPITAL DIALYSIS,4,0.0,0,INDEPENDENT,0,7,1,1,1,18.0,0.0,98.0,1.0,7.0,24.0,31.0,22.0,14.0,21.75,27.0,138.7,0.51,16.7,63.3,12.0,1.75,38.4
178,2,NY,COLUMBIA GREENE DIALYSIS CENTERS,3,1.0,0,INDEPENDENT,0,25,1,1,0,14.0,0.0,94.0,0.0,10.0,22.0,27.0,29.0,11.0,21.7,24.3,154.9,0.51,5.6,43.1,31.0,0.44,13.2
179,7,FL,DAVITA ST CLOUD DIALYSIS,3,1.0,1,DAVITA,0,23,1,0,0,13.0,0.0,98.0,1.0,6.0,20.0,29.0,24.0,20.0,23.7,33.1,273.6,0.13,7.2,61.3,13.0,0.0,12.5
180,9,KY,DAVITA LAGRANGE DIALYSIS,4,1.0,1,DAVITA,0,12,1,0,0,29.0,0.0,97.0,2.0,4.0,16.0,37.0,22.0,21.0,22.6,42.5,222.7,0.76,31.6,67.6,4.0,0.82,11.8
181,9,OH,DAVITA PARK SIDE DIALYSIS,3,1.0,1,DAVITA,0,18,1,1,1,18.0,7.0,98.0,3.0,9.0,25.0,30.0,23.0,13.0,20.1,24.8,138.4,0.51,10.1,52.4,17.0,2.97,21.1
182,15,CO,KIDNEY CENTER OF WESTMINSTER (ARA),5,1.0,1,AMERICAN RENAL ASSOCIATES,1,24,1,1,1,17.0,0.0,99.0,1.0,7.0,30.0,36.0,20.0,8.0,20.4,19.8,153.8,0.78,5.9,78.2,11.0,1.77,27.6
183,15,NV,DAVITA CHEYENNE DIALYSIS,3,1.0,1,DAVITA,0,24,1,1,1,22.0,3.0,98.0,1.0,7.0,18.0,30.0,22.0,22.0,20.6,30.9,220.4,0.39,20.0,59.0,13.0,0.47,9.5
184,18,CA,FMC-NORTH COAST KIDNEY CENTER,5,1.0,1,FRESENIUS MEDICAL CARE,1,30,1,0,0,13.0,0.0,99.0,1.0,14.0,29.0,26.0,20.0,11.0,19.2,26.0,124.7,0.6,22.1,70.2,5.0,0.98,16.0
185,4,PA,"DCI RENAL SERVICES OF PITTSBURGH, LLC - POINT BREEZE",4,1.0,1,"DIALYSIS CLINIC, INC.",0,22,1,1,1,22.0,0.0,97.0,0.0,5.0,19.0,32.0,32.0,12.0,10.1,34.0,184.3,0.0,32.0,68.2,15.0,0.82,19.9
186,9,OH,FMC - WILLARD,5,1.0,1,FRESENIUS MEDICAL CARE,0,12,1,0,0,20.0,0.0,100.0,0.0,8.0,27.0,31.0,20.0,15.0,25.0,39.4,179.2,0.0,5.5,76.4,4.0,0.82,7.4
187,18,CA,DAVITA NORTHEAST DIALYSIS,4,1.0,1,DAVITA,0,38,1,0,0,16.0,0.0,99.0,2.0,5.0,19.0,33.0,19.0,23.0,25.2,27.5,187.6,0.39,23.9,63.0,9.0,0.82,9.7
188,10,IL,FMC - LOMBARD DIALYSIS,5,1.0,1,FRESENIUS MEDICAL CARE,0,12,1,1,1,17.0,0.0,100.0,0.0,10.0,28.0,32.0,18.0,11.0,17.6,23.6,172.4,0.69,8.4,71.2,14.0,3.24,28.2
189,6,GA,DCI DAWSON,3,0.0,1,"DIALYSIS CLINIC, INC.",0,19,1,0,0,10.0,0.0,94.0,5.0,8.0,21.0,25.0,27.0,19.0,22.2,32.2,176.3,0.77,14.8,48.5,5.0,0.0,2.9
190,10,IL,DAVITA MELROSE PARK DIALYSIS,4,1.0,0,INDEPENDENT,0,12,1,0,0,18.0,0.0,98.0,1.0,7.0,24.0,31.0,22.0,14.0,21.75,27.0,185.0,0.51,16.7,63.3,12.0,0.82,16.1
191,10,IL,DIALYSIS CARE CENTER - ELGIN,4,1.0,0,INDEPENDENT,0,14,1,0,0,18.0,0.0,98.0,1.0,7.0,24.0,31.0,22.0,14.0,21.75,27.0,185.0,0.51,16.7,63.3,12.0,0.82,16.1
192,4,PA,DAVITA COBBS CREEK DIALYSIS,3,1.0,1,DAVITA,1,25,1,0,0,25.0,2.0,95.0,4.0,7.0,22.0,34.0,21.0,17.0,21.6,30.3,221.0,0.79,12.8,45.9,9.0,0.0,14.4
193,4,PA,DAVITA DUNMORE DIALYSIS,3,1.0,1,DAVITA,1,12,1,1,1,24.0,0.0,97.0,0.0,11.0,22.0,18.0,24.0,25.0,23.0,27.9,244.3,0.42,11.4,70.6,17.0,0.82,19.2
194,8,AL,RCG ONEONTA,5,1.0,1,FRESENIUS MEDICAL CARE,0,12,1,0,0,30.0,0.0,99.0,0.0,7.0,23.0,24.0,23.0,22.0,23.8,24.5,173.6,1.04,20.2,75.8,4.0,0.82,7.7
195,6,GA,"BIO-MEDICAL APPLICATIONS OF GEORGIA, INC.",2,1.0,1,FRESENIUS MEDICAL CARE,0,11,1,1,1,43.0,0.0,95.0,2.0,4.0,25.0,34.0,27.0,9.0,19.8,44.7,225.6,0.21,31.0,46.1,20.0,0.63,25.1
196,9,KY,FMC - PRESTONSBURG,5,1.0,1,FRESENIUS MEDICAL CARE,0,15,1,1,1,3.0,0.0,99.0,1.0,9.0,33.0,33.0,19.0,6.0,27.7,16.9,138.8,0.0,13.7,76.3,9.0,0.5,8.8
197,17,HI,DSI WAHIAWA DIALYSIS CENTER,4,1.0,1,DIVERSIFIED SPECIALTY INSTITUTES (DSI),1,24,1,0,0,5.0,0.0,96.0,1.0,11.0,28.0,27.0,22.0,12.0,25.0,22.2,179.9,0.41,10.9,63.5,8.0,1.05,8.6
198,16,OR,"ROSE CITY DIALYSIS, LLC",5,1.0,1,FRESENIUS MEDICAL CARE,1,25,1,0,0,10.0,0.0,96.0,0.0,11.0,25.0,26.0,25.0,14.0,19.6,25.0,150.5,0.15,5.2,60.1,9.0,0.21,5.6
199,7,FL,RCG - SACRED HEART - PED DIALYSIS,4,1.0,1,FRESENIUS MEDICAL CARE,0,7,1,0,0,18.0,0.0,98.0,1.0,7.0,24.0,31.0,22.0,14.0,21.75,27.0,185.0,0.51,16.7,63.3,12.0,0.82,16.1
200,11,MN,DAVITA HISTORICAL HASTINGS DIALYSIS,5,1.0,1,DAVITA,0,8,1,1,0,6.0,0.0,99.0,0.0,2.0,16.0,36.0,31.0,15.0,17.0,17.1,185.7,1.05,6.7,75.9,14.0,0.82,21.5
